cooldown_blocked,cooldown_expired,cooldown_required_seconds,event,final_decision_allow_true_false,final_reason,inst_id,last_exit_reason,last_trade_pnl,price,recent_stopout_present,recent_trade_penalty,recovery_atr_actual,recovery_atr_required,recovery_blocked,seconds_since_last_close,side,timeframe,ts
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2644,False,,,,False,,short,5m,2026-03-19 21:51:35
False,,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.098,False,,,,False,,long,5m,2026-03-19 21:51:35
False,,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.098,False,,,,False,,short,5m,2026-03-19 21:51:35
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6866,False,,,,False,,long,5m,2026-03-19 21:51:36
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6866,False,,,,False,,short,5m,2026-03-19 21:51:36
False,,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.985,False,,,,False,,long,5m,2026-03-19 21:51:36
False,,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.985,False,,,,False,,short,5m,2026-03-19 21:51:36
False,,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.188,False,,,,False,,long,5m,2026-03-19 21:51:36
False,,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.188,False,,,,False,,short,5m,2026-03-19 21:51:36
False,,,reentry_check,True,ok,BAND-USDT-SWAP,,,0.2251,False,,,,False,,long,5m,2026-03-19 21:51:37
False,,,reentry_check,True,ok,BAND-USDT-SWAP,,,0.2251,False,,,,False,,short,5m,2026-03-19 21:51:37
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,454.7,False,,,,False,,long,5m,2026-03-19 21:51:37
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,454.7,False,,,,False,,short,5m,2026-03-19 21:51:37
False,,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000411,False,,,,False,,long,5m,2026-03-19 21:51:37
False,,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000411,False,,,,False,,short,5m,2026-03-19 21:51:37
,,,reentry_check,True,scan,BOME-USDT-SWAP,,,0.000411,False,0.0,,,,,scan,5m,2026-03-19 21:51:37
False,,,reentry_check,True,ok,BTC-USDT-SWAP,,,69579.0,False,,,,False,,long,5m,2026-03-19 21:51:38
False,,,reentry_check,True,ok,BTC-USDT-SWAP,,,69579.0,False,,,,False,,short,5m,2026-03-19 21:51:38
False,,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06115,False,,,,False,,long,5m,2026-03-19 21:51:38
False,,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06115,False,,,,False,,short,5m,2026-03-19 21:51:38
,,,reentry_check,True,scan,CFX-USDT-SWAP,,,0.06115,False,0.0,,,,,scan,5m,2026-03-19 21:51:38
False,,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.095,False,,,,False,,long,5m,2026-03-19 21:51:54
False,,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.095,False,,,,False,,short,5m,2026-03-19 21:51:54
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0779,False,,,,False,,long,5m,2026-03-19 21:51:54
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0779,False,,,,False,,short,5m,2026-03-19 21:51:54
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,111.23,False,,,,False,,long,5m,2026-03-19 21:51:54
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,111.23,False,,,,False,,short,5m,2026-03-19 21:51:54
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01347,False,,,,False,,long,5m,2026-03-19 21:51:55
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01347,False,,,,False,,short,5m,2026-03-19 21:51:55
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2644,False,,,,False,,long,5m,2026-03-19 21:51:55
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2644,False,,,,False,,short,5m,2026-03-19 21:51:55
False,,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.098,False,,,,False,,long,5m,2026-03-19 21:51:55
False,,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.098,False,,,,False,,short,5m,2026-03-19 21:51:55
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6866,False,,,,False,,long,5m,2026-03-19 21:51:55
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6866,False,,,,False,,short,5m,2026-03-19 21:51:55
False,,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.985,False,,,,False,,long,5m,2026-03-19 21:51:56
False,,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.985,False,,,,False,,short,5m,2026-03-19 21:51:56
False,,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.188,False,,,,False,,long,5m,2026-03-19 21:51:56
False,,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.188,False,,,,False,,short,5m,2026-03-19 21:51:56
False,,,reentry_check,True,ok,BAND-USDT-SWAP,,,0.2251,False,,,,False,,long,5m,2026-03-19 21:51:56
False,,,reentry_check,True,ok,BAND-USDT-SWAP,,,0.2251,False,,,,False,,short,5m,2026-03-19 21:51:56
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,454.7,False,,,,False,,long,5m,2026-03-19 21:51:57
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,454.7,False,,,,False,,short,5m,2026-03-19 21:51:57
False,,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000411,False,,,,False,,long,5m,2026-03-19 21:51:57
False,,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000411,False,,,,False,,short,5m,2026-03-19 21:51:57
,,,reentry_check,True,scan,BOME-USDT-SWAP,,,0.000411,False,0.0,,,,,scan,5m,2026-03-19 21:51:57
False,,,reentry_check,True,ok,BTC-USDT-SWAP,,,69579.0,False,,,,False,,long,5m,2026-03-19 21:51:57
False,,,reentry_check,True,ok,BTC-USDT-SWAP,,,69579.0,False,,,,False,,short,5m,2026-03-19 21:51:57
False,,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06115,False,,,,False,,long,5m,2026-03-19 21:51:58
False,,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06115,False,,,,False,,short,5m,2026-03-19 21:51:58
,,,reentry_check,True,scan,CFX-USDT-SWAP,,,0.06115,False,0.0,,,,,scan,5m,2026-03-19 21:51:58
False,,,reentry_check,True,ok,COMP-USDT-SWAP,,,18.71,False,,,,False,,long,5m,2026-03-19 21:51:58
False,,,reentry_check,True,ok,COMP-USDT-SWAP,,,18.71,False,,,,False,,short,5m,2026-03-19 21:51:58
False,,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.095,False,,,,False,,long,5m,2026-03-19 21:52:14
False,,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.095,False,,,,False,,short,5m,2026-03-19 21:52:14
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0779,False,,,,False,,long,5m,2026-03-19 21:52:14
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0779,False,,,,False,,short,5m,2026-03-19 21:52:14
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,111.23,False,,,,False,,long,5m,2026-03-19 21:52:14
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,111.23,False,,,,False,,short,5m,2026-03-19 21:52:14
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01347,False,,,,False,,long,5m,2026-03-19 21:52:14
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01347,False,,,,False,,short,5m,2026-03-19 21:52:14
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2644,False,,,,False,,long,5m,2026-03-19 21:52:15
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2644,False,,,,False,,short,5m,2026-03-19 21:52:15
False,,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.098,False,,,,False,,long,5m,2026-03-19 21:52:15
False,,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.098,False,,,,False,,short,5m,2026-03-19 21:52:15
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6866,False,,,,False,,long,5m,2026-03-19 21:52:15
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6866,False,,,,False,,short,5m,2026-03-19 21:52:15
False,,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.985,False,,,,False,,long,5m,2026-03-19 21:52:16
False,,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.985,False,,,,False,,short,5m,2026-03-19 21:52:16
False,,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.188,False,,,,False,,long,5m,2026-03-19 21:52:16
False,,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.188,False,,,,False,,short,5m,2026-03-19 21:52:16
False,,,reentry_check,True,ok,BAND-USDT-SWAP,,,0.2251,False,,,,False,,long,5m,2026-03-19 21:52:16
False,,,reentry_check,True,ok,BAND-USDT-SWAP,,,0.2251,False,,,,False,,short,5m,2026-03-19 21:52:16
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,454.7,False,,,,False,,long,5m,2026-03-19 21:52:16
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,454.7,False,,,,False,,short,5m,2026-03-19 21:52:16
False,,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000411,False,,,,False,,long,5m,2026-03-19 21:52:16
False,,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000411,False,,,,False,,short,5m,2026-03-19 21:52:16
,,,reentry_check,True,scan,BOME-USDT-SWAP,,,0.000411,False,0.0,,,,,scan,5m,2026-03-19 21:52:16
False,,,reentry_check,True,ok,BTC-USDT-SWAP,,,69579.0,False,,,,False,,long,5m,2026-03-19 21:52:16
False,,,reentry_check,True,ok,BTC-USDT-SWAP,,,69579.0,False,,,,False,,short,5m,2026-03-19 21:52:16
False,,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06115,False,,,,False,,long,5m,2026-03-19 21:52:16
False,,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06115,False,,,,False,,short,5m,2026-03-19 21:52:16
,,,reentry_check,True,scan,CFX-USDT-SWAP,,,0.06115,False,0.0,,,,,scan,5m,2026-03-19 21:52:17
False,,,reentry_check,True,ok,COMP-USDT-SWAP,,,18.71,False,,,,False,,long,5m,2026-03-19 21:52:17
False,,,reentry_check,True,ok,COMP-USDT-SWAP,,,18.71,False,,,,False,,short,5m,2026-03-19 21:52:17
False,,,reentry_check,True,ok,CRV-USDT-SWAP,,,0.2322,False,,,,False,,long,5m,2026-03-19 21:52:17
False,,,reentry_check,True,ok,CRV-USDT-SWAP,,,0.2322,False,,,,False,,short,5m,2026-03-19 21:52:17
False,,,reentry_check,True,ok,DOGE-USDT-SWAP,,,0.09245,False,,,,False,,long,5m,2026-03-19 21:52:17
False,,,reentry_check,True,ok,DOGE-USDT-SWAP,,,0.09245,False,,,,False,,short,5m,2026-03-19 21:52:17
False,,,reentry_check,True,ok,DOT-USDT-SWAP,,,1.511,False,,,,False,,long,5m,2026-03-19 21:52:18
False,,,reentry_check,True,ok,DOT-USDT-SWAP,,,1.511,False,,,,False,,short,5m,2026-03-19 21:52:18
False,,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.095,False,,,,False,,long,5m,2026-03-19 21:52:33
False,,,reentry_check,True,ok,1INCH-USDT-SWAP,,,0.095,False,,,,False,,short,5m,2026-03-19 21:52:33
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0779,False,,,,False,,long,5m,2026-03-19 21:52:34
False,,,reentry_check,True,ok,2Z-USDT-SWAP,,,0.0779,False,,,,False,,short,5m,2026-03-19 21:52:34
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,111.23,False,,,,False,,long,5m,2026-03-19 21:52:34
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,111.23,False,,,,False,,short,5m,2026-03-19 21:52:34
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01347,False,,,,False,,long,5m,2026-03-19 21:52:34
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.01347,False,,,,False,,short,5m,2026-03-19 21:52:34
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2644,False,,,,False,,long,5m,2026-03-19 21:52:34
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2644,False,,,,False,,short,5m,2026-03-19 21:52:34
False,,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.098,False,,,,False,,long,5m,2026-03-19 21:52:35
False,,,reentry_check,True,ok,ARB-USDT-SWAP,,,0.098,False,,,,False,,short,5m,2026-03-19 21:52:35
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6866,False,,,,False,,long,5m,2026-03-19 21:52:35
False,,,reentry_check,True,ok,ASTER-USDT-SWAP,,,0.6866,False,,,,False,,short,5m,2026-03-19 21:52:35
False,,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.985,False,,,,False,,long,5m,2026-03-19 21:52:35
False,,,reentry_check,True,ok,AUCTION-USDT-SWAP,,,4.985,False,,,,False,,short,5m,2026-03-19 21:52:35
False,,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.188,False,,,,False,,long,5m,2026-03-19 21:52:36
False,,,reentry_check,True,ok,AXS-USDT-SWAP,,,1.188,False,,,,False,,short,5m,2026-03-19 21:52:36
False,,,reentry_check,True,ok,BAND-USDT-SWAP,,,0.2251,False,,,,False,,long,5m,2026-03-19 21:52:36
False,,,reentry_check,True,ok,BAND-USDT-SWAP,,,0.2251,False,,,,False,,short,5m,2026-03-19 21:52:36
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,454.7,False,,,,False,,long,5m,2026-03-19 21:52:36
False,,,reentry_check,True,ok,BCH-USDT-SWAP,,,454.7,False,,,,False,,short,5m,2026-03-19 21:52:36
False,,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000411,False,,,,False,,long,5m,2026-03-19 21:52:36
False,,,reentry_check,True,ok,BOME-USDT-SWAP,,,0.000411,False,,,,False,,short,5m,2026-03-19 21:52:36
,,,reentry_check,True,scan,BOME-USDT-SWAP,,,0.000411,False,0.0,,,,,scan,5m,2026-03-19 21:52:37
False,,,reentry_check,True,ok,BTC-USDT-SWAP,,,69579.0,False,,,,False,,long,5m,2026-03-19 21:52:37
False,,,reentry_check,True,ok,BTC-USDT-SWAP,,,69579.0,False,,,,False,,short,5m,2026-03-19 21:52:37
False,,,reentry_check,True,ok,CFX-USDT-SWAP,,,0.06115,False,,,,False,,long,5m,2026-03-19 21:52:37
