action,inst_id,latency_ms,price,qty,response_code,response_message,side,success,timestamp,trade_id
position_opened,XLM-USDT-SWAP,0.0,0.16393,172.28,,,short,True,2026-03-29 22:44:11,20260329_224411_XLM-USDT-SWAP_short
OPEN,XLM-USDT-SWAP,0.0,0.16393,172.28,,Первичный вход + bootstrap-stop,short,True,2026-03-29 22:44:11,20260329_224411_XLM-USDT-SWAP_short
position_opened,XRP-USDT-SWAP,0.0,1.3167,21.29,,,short,True,2026-03-29 22:44:13,20260329_224413_XRP-USDT-SWAP_short
OPEN,XRP-USDT-SWAP,0.0,1.3167,21.29,,Первичный вход + bootstrap-stop,short,True,2026-03-29 22:44:13,20260329_224413_XRP-USDT-SWAP_short
close_pending_exchange,XRP-USDT-SWAP,0.0,1.3167,21.29,,SYNC recheck during entry recovery: PENDING_RECHECK,short,True,2026-03-29 22:44:16,20260329_224413_XRP-USDT-SWAP_short
position_opened,PEPE-USDT-SWAP,0.0,3.304e-06,84.2,,,long,True,2026-03-29 23:30:12,20260329_233012_PEPE-USDT-SWAP_long
OPEN,PEPE-USDT-SWAP,0.0,3.304e-06,84.2,,Первичный вход + bootstrap-stop,long,True,2026-03-29 23:30:12,20260329_233012_PEPE-USDT-SWAP_long
position_opened,LDO-USDT-SWAP,0.0,0.3077,8986.0,,,long,True,2026-03-29 23:30:14,20260329_233013_LDO-USDT-SWAP_long
OPEN,LDO-USDT-SWAP,0.0,0.3077,8986.0,,Первичный вход + bootstrap-stop,long,True,2026-03-29 23:30:14,20260329_233013_LDO-USDT-SWAP_long
position_opened,DOGE-USDT-SWAP,0.0,0.09125,30.09,,,long,True,2026-03-29 23:30:47,20260329_233047_DOGE-USDT-SWAP_long
OPEN,DOGE-USDT-SWAP,0.0,0.09125,30.09,,Первичный вход + bootstrap-stop,long,True,2026-03-29 23:30:47,20260329_233047_DOGE-USDT-SWAP_long
position_opened,AUCTION-USDT-SWAP,0.0,4.427,6158.9,,,long,True,2026-03-29 23:30:49,20260329_233048_AUCTION-USDT-SWAP_long
OPEN,AUCTION-USDT-SWAP,0.0,4.427,6158.9,,Первичный вход + bootstrap-stop,long,True,2026-03-29 23:30:49,20260329_233048_AUCTION-USDT-SWAP_long
position_opened,ZBCN-USDT-SWAP,0.0,0.0022977,1178.0,,,long,True,2026-03-30 00:00:10,20260330_000009_ZBCN-USDT-SWAP_long
OPEN,ZBCN-USDT-SWAP,0.0,0.0022977,1178.0,,Первичный вход + bootstrap-stop,long,True,2026-03-30 00:00:10,20260330_000009_ZBCN-USDT-SWAP_long
close_pending_exchange,ZBCN-USDT-SWAP,0.0,0.0022977,1178.0,,SYNC recheck during entry recovery: PENDING_RECHECK,long,True,2026-03-30 00:00:13,20260330_000009_ZBCN-USDT-SWAP_long
position_opened,AVAX-USDT-SWAP,0.0,8.642,311.0,,,short,True,2026-03-30 00:00:45,20260330_000045_AVAX-USDT-SWAP_short
