details,event_type,inst_id,reason_code,timestamp
,filter_diagnostics,,unknown,2026-03-29 22:43:23
"{""ts"": ""2026-03-29 22:43:23"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 0, ""available_after_bans_count"": 108, ""trade_ready_count"": 1, ""scanner_total"": 108, ""scanner_scanned"": 1, ""scanner_ready"": 1, ""scanner_pending"": 107, ""scanner_failed"": 0, ""scanner_allowed"": 1, ""scanner_blocked"": 0, ""scanner_dead"": 0, ""scanner_saw"": 0, ""scanner_spike_dead"": 0, ""scanner_status_text"": ""RUNNING 107 LEFT"", ""scanner_safe"": 1, ""scanner_caution"": 0, ""scanner_risky"": 0, ""scanner_blacklist"": 0, ""scanner_admitted"": 1, ""signal_funnel"": {""cycle_id"": 2, ""instruments_scanned"": 0, ""prefilter_skipped"": 0, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 0, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 22:43:23
SYNC recheck during entry recovery: PENDING_RECHECK,close_pending_exchange,XRP-USDT-SWAP,sync_recheck_during_entry_recovery:_pending_recheck,2026-03-29 22:44:16
,filter_diagnostics,,unknown,2026-03-29 22:58:27
"{""ts"": ""2026-03-29 22:58:27"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 0, ""blocked_count"": 0, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 0, ""execution_watchlist_count"": 0, ""open_positions_count"": 2, ""available_after_bans_count"": 108, ""trade_ready_count"": 77, ""scanner_total"": 108, ""scanner_scanned"": 108, ""scanner_ready"": 108, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 79, ""scanner_blocked"": 29, ""scanner_dead"": 19, ""scanner_saw"": 0, ""scanner_spike_dead"": 10, ""scanner_status_text"": ""RUNNING 75 LEFT"", ""scanner_safe"": 79, ""scanner_caution"": 0, ""scanner_risky"": 29, ""scanner_blacklist"": 29, ""scanner_admitted"": 79, ""signal_funnel"": {""cycle_id"": 34, ""instruments_scanned"": 77, ""prefilter_skipped"": 31, ""warmup_rejected"": 1, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 78, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 22:58:27
,filter_diagnostics,,unknown,2026-03-29 23:13:30
"{""ts"": ""2026-03-29 23:13:30"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 1, ""blocked_count"": 1, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 1, ""execution_watchlist_count"": 0, ""open_positions_count"": 2, ""available_after_bans_count"": 107, ""trade_ready_count"": 76, ""scanner_total"": 108, ""scanner_scanned"": 108, ""scanner_ready"": 108, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 79, ""scanner_blocked"": 29, ""scanner_dead"": 19, ""scanner_saw"": 0, ""scanner_spike_dead"": 10, ""scanner_status_text"": ""RUNNING 43 LEFT"", ""scanner_safe"": 79, ""scanner_caution"": 0, ""scanner_risky"": 29, ""scanner_blacklist"": 29, ""scanner_admitted"": 79, ""signal_funnel"": {""cycle_id"": 66, ""instruments_scanned"": 76, ""prefilter_skipped"": 32, ""warmup_rejected"": 1, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 79, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 23:13:30
,filter_diagnostics,,unknown,2026-03-29 23:28:33
"{""ts"": ""2026-03-29 23:28:33"", ""event"": ""filter_diagnostics"", ""scan_universe_total"": 108, ""blacklist_count"": 1, ""blocked_count"": 1, ""temp_blocked_count"": 0, ""illiquid_count"": 0, ""stopout_cooldown_count"": 0, ""hard_blocked_unique_count"": 1, ""execution_watchlist_count"": 0, ""open_positions_count"": 2, ""available_after_bans_count"": 107, ""trade_ready_count"": 75, ""scanner_total"": 108, ""scanner_scanned"": 108, ""scanner_ready"": 108, ""scanner_pending"": 0, ""scanner_failed"": 0, ""scanner_allowed"": 78, ""scanner_blocked"": 30, ""scanner_dead"": 20, ""scanner_saw"": 0, ""scanner_spike_dead"": 10, ""scanner_status_text"": ""RUNNING 8 LEFT"", ""scanner_safe"": 78, ""scanner_caution"": 0, ""scanner_risky"": 30, ""scanner_blacklist"": 30, ""scanner_admitted"": 78, ""signal_funnel"": {""cycle_id"": 101, ""instruments_scanned"": 75, ""prefilter_skipped"": 33, ""warmup_rejected"": 0, ""flat_filter_rejected"": 0, ""structure_rejected"": 0, ""trend_rejected"": 0, ""liquidity_rejected"": 0, ""breakout_rejected"": 79, ""other_rejected"": 0, ""candidates"": 0, ""ranked_candidates"": 0, ""orders_sent"": 0, ""entry_failed"": 0, ""manual_skipped"": 0, ""opened"": 0}}",filter_diagnostics,,,2026-03-29 23:28:33
,filter_diagnostics,,unknown,2026-03-29 23:43:52
