atr,body_atr,body_to_range_ratio,breakout_buffer_atr_actual,breakout_level,channel_width_atr,close_beyond_channel_atr,distance_from_breakout_level_atr,donchian_high,donchian_low,entry_mode,entry_price,event,fresh_breakout_true_false,inst_id,side,system_name,timeframe,ts
0.000728,1.057692,1.0,0.247253,0.16411,10.260989,0.260989,0.247253,0.17158,0.16411,minimal,0.16393,breakout_quality,True,XLM-USDT-SWAP,short,Turtle 55,30m,2026-03-29 22:44:11
0.004505,1.265261,1.0,0.443951,1.3187,11.653718,0.355161,0.443951,1.3712,1.3187,minimal,1.3167,breakout_quality,True,XRP-USDT-SWAP,short,Turtle 55,30m,2026-03-29 22:44:13
1e-08,2.857143,1.0,0.408163,3.3e-06,4.353741,0.408163,0.408163,3.3e-06,3.23e-06,minimal,3.3e-06,breakout_quality,True,PEPE-USDT-SWAP,long,Turtle 20,30m,2026-03-29 23:30:12
0.00177,2.146893,1.0,0.621469,0.3066,3.050847,0.621469,0.621469,0.3066,0.3012,minimal,0.3077,breakout_quality,True,LDO-USDT-SWAP,long,Turtle 20,30m,2026-03-29 23:30:14
0.0003875,1.677419,0.8125,0.258065,0.09115,3.096774,0.129032,0.258065,0.09115,0.08995,minimal,0.09125,breakout_quality,True,DOGE-USDT-SWAP,long,Turtle 20,30m,2026-03-29 23:30:47
0.01465,1.706485,1.0,0.682594,4.417,3.617747,0.682594,0.682594,4.417,4.364,minimal,4.427,breakout_quality,True,AUCTION-USDT-SWAP,long,Turtle 20,30m,2026-03-29 23:30:49
1.766e-05,0.311438,0.055276,0.118913,0.0022956,4.127973,0.005663,0.118913,0.0022956,0.0022227,minimal,0.0022977,breakout_quality,True,ZBCN-USDT-SWAP,long,Turtle 20,30m,2026-03-30 00:00:10
0.36775,3.121686,0.977853,0.065262,8.666,6.917743,0.092454,0.065262,11.21,8.666,minimal,8.642,breakout_quality,True,AVAX-USDT-SWAP,short,Turtle 55,30m,2026-03-30 00:00:45
0.000605,0.495868,1.0,0.165289,0.0739,7.107438,0.165289,0.165289,0.0739,0.0696,minimal,0.074,breakout_quality,True,CELO-USDT-SWAP,long,Turtle 20,30m,2026-03-30 00:30:31
0.00527,0.702087,0.627119,0.322581,1.1706,3.946869,0.322581,0.322581,1.1706,1.1498,minimal,1.1723,breakout_quality,True,NEAR-USDT-SWAP,long,Turtle 20,30m,2026-03-30 00:30:33
0.00935,0.534759,1.0,0.320856,2.82,3.850267,0.213904,0.320856,2.82,2.784,minimal,2.823,breakout_quality,True,INJ-USDT-SWAP,long,Turtle 20,30m,2026-03-30 01:01:17
0.02495,1.162325,1.0,0.200401,4.153,5.450902,0.08016,-0.200401,4.153,4.017,minimal,4.148,breakout_quality,True,KSM-USDT-SWAP,long,Turtle 20,30m,2026-03-30 01:01:19
0.001015,0.689655,1.0,0.394089,0.211,3.940887,0.295567,-0.394089,0.211,0.207,minimal,0.2106,breakout_quality,True,CRV-USDT-SWAP,long,Turtle 20,30m,2026-03-30 01:01:22
0.0001635,1.039755,0.708333,0.978593,0.02152,9.724771,0.978593,0.978593,0.02311,0.02152,minimal,0.02136,breakout_quality,True,LRC-USDT-SWAP,short,Turtle 55,30m,2026-03-30 01:30:19
0.000335,1.19403,0.8,0.597015,0.0882,3.58209,0.597015,0.597015,0.0894,0.0882,minimal,0.088,breakout_quality,True,HBAR-USDT-SWAP,short,Turtle 20,30m,2026-03-30 01:30:21
0.2265,1.721854,0.345133,0.04415,53.1,5.386313,0.04415,0.04415,54.32,53.1,minimal,53.09,breakout_quality,True,LTC-USDT-SWAP,short,Turtle 55,30m,2026-03-30 02:00:15
0.585,1.452991,0.3125,0.495726,81.13,3.948718,0.512821,0.495726,83.44,81.13,minimal,80.84,breakout_quality,True,SOL-USDT-SWAP,short,Turtle 55,30m,2026-03-30 02:00:18
0.0008395,1.131626,0.281065,0.238237,0.16381,3.787969,0.238237,0.238237,0.16699,0.16381,minimal,0.16361,breakout_quality,True,XLM-USDT-SWAP,short,Turtle 20,30m,2026-03-30 02:00:20
0.0065,1.846154,0.352941,0.461538,1.249,5.384615,0.153846,-0.461538,1.284,1.249,minimal,1.252,breakout_quality,True,DOT-USDT-SWAP,short,Turtle 55,30m,2026-03-30 02:01:24
0.0005075,1.674877,0.34,0.591133,0.08995,5.320197,0.197044,-0.591133,0.09265,0.08995,minimal,0.09025,breakout_quality,True,DOGE-USDT-SWAP,short,Turtle 55,30m,2026-03-30 02:01:27
0.0129,1.550388,0.27027,0.775194,2.784,8.527132,0.232558,-0.775194,2.894,2.784,minimal,2.794,breakout_quality,True,INJ-USDT-SWAP,short,Turtle 55,30m,2026-03-30 02:01:30
