cooldown_blocked,cooldown_expired,cooldown_required_seconds,event,final_decision_allow_true_false,final_reason,inst_id,last_exit_reason,last_trade_pnl,price,recent_stopout_present,recent_trade_penalty,recovery_atr_actual,recovery_atr_required,recovery_blocked,seconds_since_last_close,side,timeframe,ts
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,107.29,False,,,,False,,long,5m,2026-03-22 19:54:53
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,107.29,False,,,,False,,short,5m,2026-03-22 19:54:53
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,107.29,False,,,,False,,long,5m,2026-03-22 19:55:00
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,107.29,False,,,,False,,short,5m,2026-03-22 19:55:00
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,107.29,False,,,,False,,long,5m,2026-03-22 19:55:09
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,107.29,False,,,,False,,short,5m,2026-03-22 19:55:09
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.0136,False,,,,False,,long,5m,2026-03-22 19:55:09
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.0136,False,,,,False,,short,5m,2026-03-22 19:55:09
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2542,False,,,,False,,long,5m,2026-03-22 19:55:09
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2542,False,,,,False,,short,5m,2026-03-22 19:55:09
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,107.35,False,,,,False,,long,5m,2026-03-22 19:55:17
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,107.35,False,,,,False,,short,5m,2026-03-22 19:55:17
,,,reentry_check,True,scan,AAVE-USDT-SWAP,,,107.35,False,0.0,,,,,scan,5m,2026-03-22 19:55:17
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.0136,False,,,,False,,long,5m,2026-03-22 19:55:17
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.0136,False,,,,False,,short,5m,2026-03-22 19:55:17
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2542,False,,,,False,,long,5m,2026-03-22 19:55:17
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2542,False,,,,False,,short,5m,2026-03-22 19:55:17
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,107.35,False,,,,False,,long,5m,2026-03-22 19:55:26
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,107.35,False,,,,False,,short,5m,2026-03-22 19:55:26
,,,reentry_check,True,scan,AAVE-USDT-SWAP,,,107.35,False,0.0,,,,,scan,5m,2026-03-22 19:55:26
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.0136,False,,,,False,,long,5m,2026-03-22 19:55:26
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.0136,False,,,,False,,short,5m,2026-03-22 19:55:26
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2542,False,,,,False,,long,5m,2026-03-22 19:55:26
False,,,reentry_check,True,ok,ADA-USDT-SWAP,,,0.2542,False,,,,False,,short,5m,2026-03-22 19:55:26
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,107.35,False,,,,False,,long,5m,2026-03-22 19:55:32
False,,,reentry_check,True,ok,AAVE-USDT-SWAP,,,107.35,False,,,,False,,short,5m,2026-03-22 19:55:32
,,,reentry_check,True,scan,AAVE-USDT-SWAP,,,107.35,False,0.0,,,,,scan,5m,2026-03-22 19:55:33
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.0136,False,,,,False,,long,5m,2026-03-22 19:55:33
False,,,reentry_check,True,ok,ACT-USDT-SWAP,,,0.0136,False,,,,False,,short,5m,2026-03-22 19:55:33
